t,x_64,y_64,z,theta
0.0,54.980227467163054,41.40952552474265,0.503508295248194,0.793950664727975
0.01650000000000001,54.231129521433914,41.28113509803133,0.49666120160316435,0.7745479676008261
0.03300000000000002,54.29943202262345,41.029540603745296,0.5002213068354403,0.770576430586926
0.05000000000000004,54.99404456419893,40.58808600761068,0.5127390358635583,0.7763937564721303
0.06650000000000005,54.603065301970375,39.95416470264787,0.5156488527135642,0.7544797449660382
0.08300000000000006,54.354187782568644,39.187913305794275,0.5218257268887283,0.7333338935016848
0.10000000000000007,54.40246480283047,38.395079024869815,0.5315905175653627,0.7187892747948497
0.11650000000000009,54.4382277407621,37.39601967832307,0.5437962069767358,0.7006593839536285
0.1330000000000001,54.280432450055066,36.27551552708556,0.555746065060878,0.6769549333621296
0.1500000000000001,53.65482925179727,35.11228977090231,0.564110418715279,0.6432583943403566
0.16650000000000012,53.341737337103446,33.8034163928648,0.5777666571247537,0.6152484813618919
0.18350000000000014,53.0505886230485,32.46386484905856,0.5924441028887634,0.5885840957643762
0.20000000000000015,52.465155772619575,31.20185448978912,0.6040514560444754,0.5578604251998228
0.21650000000000016,51.979571629014245,30.084624544882058,0.6150449310990511,0.5323667651538688
0.23350000000000018,50.95680926280096,28.739804762658,0.6255157999731407,0.4932936629237631
0.25000000000000017,50.27880933368104,27.599281674866283,0.6364435113007698,0.4653702677983307
0.2665000000000002,49.174680038939165,26.472998932241214,0.6448499105403539,0.42920729775280536
0.2835000000000002,48.081564556868884,25.495976458806386,0.6519907442070205,0.39563663855870146
0.3000000000000002,46.35694445677826,24.640340054550418,0.6546305697869008,0.34976563033538116
0.3165000000000002,45.18769036415579,23.88263926727262,0.6598335582071324,0.31759983250735624
0.33350000000000024,43.92017554800678,23.356246692172643,0.66180780245723,0.28528428937800665
0.35000000000000026,41.80903266619709,22.79179336600277,0.6618683264825153,0.23368702798507673
0.36650000000000027,40.20102616320994,22.58173765884574,0.6597246713329833,0.1954766294220581
0.3840000000000003,38.9203546352817,22.498947142448838,0.6574075907470983,0.16523102504156528
0.3995000000000003,36.687928018008485,22.560573911134448,0.6516210824377079,0.1126483226951678
0.4165000000000003,34.942422442212504,22.827133887170703,0.6449667569886526,0.07134379450354422
0.43350000000000033,33.09744742044252,23.15888591822434,0.6383727539752017,0.02686467837950245
0.45000000000000034,30.871569011975247,23.616765471913926,0.6312343337020121,-0.02793578672791566
0.46750000000000036,29.01705143157917,24.135695597617936,0.6246211249378759,-0.07468836853220953
0.4835000000000004,27.707278442125872,24.814768264029084,0.6159322370587833,-0.10911436602037101
0.5000000000000003,25.68491534584162,25.437227035808224,0.6105692929899385,-0.16232037847431388
0.5169999999999985,23.888995223829028,26.384497530562797,0.6012508170852898,-0.21237758588866437
0.5329999999999967,22.06835868908881,27.164596598815905,0.5961064347553866,-0.26335964108584586
0.5494999999999949,20.50335129326123,27.875496979261346,0.592340566048699,-0.3081153374984871
0.566999999999993,18.62308889917681,28.804519728457706,0.5883105242848697,-0.363212270175773
0.5834999999999911,17.167250274044058,29.74470036343723,0.5832618110592557,-0.4086321979017822
0.5999999999999893,15.42542636740995,30.512470378563584,0.583825596359925,-0.4595975552249385
0.6169999999999874,13.862191025513498,31.416681051463563,0.582679020425481,-0.50794157066673
0.6334999999999856,13.271868623977968,32.26304919710857,0.5757927939613395,-0.5331119477792724
0.6504999999999838,11.45461230971084,32.88440835816687,0.5826036402245783,-0.5835766353108902
0.6669999999999819,10.27586172213486,33.63962941868917,0.5833150241674854,-0.6210812485915932
0.6829999999999802,9.28868766378659,34.404874654395776,0.5828931647124725,-0.6545447018993248
0.7004999999999783,8.553658180141785,35.17092040446537,0.5806210422403004,-0.6827909703087385
0.7169999999999764,7.450711430984657,35.75741677347455,0.5846989151895435,-0.7155524322994856
0.7334999999999746,6.98479506868644,36.46855299154436,0.5812292192469338,-0.737548846055364
0.7504999999999727,6.18932944376652,36.939156586309444,0.5843164995832557,-0.7617570786742728
0.7669999999999709,5.682781950624787,37.47714879602647,0.5838102221191412,-0.7815065690178037
0.7834999999999691,5.403235961165114,37.81429425280919,0.583187095354039,-0.7931857865126476
0.8004999999999672,5.123387069577814,38.35090158647167,0.5804910561071213,-0.8087636941248761
0.8169999999999654,4.9805420925477355,38.70065082745263,0.5783589421447156,-0.8182637706653941
0.8339999999999635,5.069759124729957,38.9727715753339,0.5744392723281467,-0.8220081485146894
0.8504999999999617,5.096186705679954,39.13539624364971,0.5724091788239762,-0.8247688052164076
0.8669999999999599,5.465525761383599,39.383610430283916,0.5655397377398407,-0.8228791803322137
0.883999999999958,5.626582858879136,39.46441305228569,0.5628367391730859,-0.821482790807917
0.9004999999999562,6.170632703690075,39.509399090758464,0.5561590839990873,-0.8119969609709954
0.9169999999999544,6.674221856876216,39.29488995723681,0.5528109765338509,-0.7978032252552756
0.9339999999999525,7.354170818563105,39.20162806693583,0.5462890044737971,-0.7823130237002371
0.9509999999999507,8.028768571135792,38.852497785335515,0.5428460526503863,-0.7614552414421697
0.9669999999999489,8.903063356551964,38.45330166271902,0.5381224317246638,-0.7350792726652426
0.983999999999947,9.585681420880425,37.984951962896574,0.5365508520455691,-0.7111845868947255
1.0004999999999453,10.077238223426658,37.38151373927074,0.5388136415438319,-0.6889614455379826
1.0174999999999434,11.458154885707756,36.53839935909526,0.5358502367140942,-0.6422331383505401
1.0339999999999416,12.189907505385424,35.676520029283196,0.5400600557734181,-0.6103385912424683
1.0504999999999398,13.33037807177067,34.73621077378147,0.5423752698137682,-0.5678766523019407
1.067499999999938,14.20214141355728,33.67648438216497,0.5493869474152605,-0.5307556736563622
1.0839999999999361,15.345507364530512,32.48225025936793,0.5569914023392014,-0.4861213714663126
1.1004999999999343,16.443899827314638,31.413598443315244,0.564204409736269,-0.44538850578859596
1.1169999999999325,17.470240620176284,29.934719225273167,0.578664710469467,-0.4031632534966011
1.1339999999999306,19.100002335944716,28.72090109281976,0.5869313985969686,-0.3505531986532495
1.1499999999999289,20.27152359164316,27.55191634589626,0.5982600016054711,-0.31132204020312076
1.167499999999927,21.611773601556582,26.097393657702654,0.6140690233520543,-0.2675077496908992
1.1839999999999251,23.147984346029958,25.055723904492847,0.6240255727645824,-0.22350208731087395
1.2014999999999232,25.006022510271833,23.934140225343164,0.6354956313102217,-0.17282067124046588
1.2169999999999215,26.20492301350737,22.878762270014484,0.6488682887037193,-0.14000463163238897
1.2339999999999196,27.71535761106448,22.077916338656074,0.6584448524798953,-0.10185124234201552
1.2509999999999177,30.015809855609824,21.243387904538054,0.6687910487567786,-0.046373356480714466
1.267499999999916,31.415186836115296,20.721353521481834,0.6762905861364469,-0.013511919176584
1.283999999999914,32.691729656757786,20.42913318195559,0.6808805845437531,0.015874633673410493
1.3009999999999122,34.67749138911077,20.438455658695826,0.6819336280253234,0.06138733815323904
1.3174999999999104,36.11173791100575,20.444651226872065,0.6835780882844489,0.09412365021661125
1.3339999999999086,37.98527115780907,20.72369105721048,0.682628762919428,0.13743180729494606
1.3509999999999067,39.11700493932432,21.39410040097879,0.6749411215546797,0.16551453527818485
1.367499999999905,41.22912299832395,22.061658822459954,0.6709661680316322,0.21661143792550358
1.383999999999903,42.096823852022304,22.944395991821715,0.6606083829610815,0.24114486184219833
1.4014999999999012,43.78409362065979,24.045771175176988,0.6508717980687054,0.28680799946584207
1.4174999999998994,44.85377998175788,25.097546456343263,0.640171438436453,0.3191177216769586
1.4349999999998975,46.247753762869834,26.60683605467973,0.6252435457376311,0.3640429189171209
1.4514999999998957,47.08788503278335,27.978986866074433,0.6102072965916604,0.39666145525143537
1.467499999999894,47.80338439702539,29.27407346579123,0.5961376605835828,0.4270778070754702
1.484499999999892,48.91523793219718,30.74769285115775,0.5829279386813268,0.4705783268413678
1.5009999999998902,49.68812317511974,32.19019443214385,0.5687013697708605,0.5074829976694097
1.5179999999998883,50.288843762514766,33.58779901389453,0.5544968367273717,0.541422826306285
1.5344999999998865,50.854705768226275,34.90138600577999,0.5417684047564368,0.5749390103313836
1.5509999999998847,51.683065474316464,36.13620005794307,0.5330425670986889,0.6150102123998995
1.566999999999883,52.17063181660677,37.132251658593695,0.524946586014728,0.6439730749374583
1.584499999999881,53.030915434141704,38.14477552134917,0.5207585449313388,0.6828648544535848
1.6009999999998792,53.037882818674795,38.96871368683131,0.5109059164512314,0.6989315219328225
1.6179999999998773,53.89600811142653,39.70114640380195,0.5110759219283214,0.7334295708498472
1.6349999999998754,54.1618179756477,40.253155735467324,0.5075260703042784,0.7508862245366007
1.6514999999998736,54.92698109660446,40.506436304490435,0.5129176074202509,0.7731933418278516
1.6679999999998718,55.11552426356762,40.75950559014836,0.51216834790924,0.7827022924596323
1.68449999999987,55.435988526225216,40.73687986742999,0.5159606664297889,0.7890998958078577
1.7009999999998682,55.913753814119794,40.71625302273016,0.5215100929481986,0.7987456799530893
1.7179999999998663,56.58070693997947,40.41154241023005,0.5323120095132678,0.8059945147907827
